urls,problem_texts,constraints,input_texts,output_texts,tag
https://atcoder.jp/contests/abc161/tasks/abc161_f,"
Problem StatementGiven is a positive integer N.
We will choose an integer K between 2 and N (inclusive), then we will repeat the operation below until N becomes less than K.

Operation: if K divides N, replace N with N/K; otherwise, replace N with N-K.

In how many choices of K will N become 1 in the end?
","
Constraints
2 \leq N \leq 10^{12}
N is an integer.

","
InputInput is given from Standard Input in the following format:
N

","
OutputPrint the number of choices of K in which N becomes 1 in the end.
",Mathematics
https://atcoder.jp/contests/abc150/tasks/abc150_d,"
Problem StatementGiven are a sequence A= {a_1,a_2,......a_N} of N positive even numbers, and an integer M.
Let a semi-common multiple of A be a positive integer X that satisfies the following condition for every k (1 \leq k \leq N):

There exists a non-negative integer p such that X= a_k \times (p+0.5).

Find the number of semi-common multiples of A among the integers between 1 and M (inclusive).
","
Constraints
1 \leq N \leq 10^5
1 \leq M \leq 10^9
2 \leq a_i \leq 10^9
a_i is an even number.
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N M
a_1 a_2 ... a_N

","
OutputPrint the number of semi-common multiples of A among the integers between 1 and M (inclusive).
",Mathematics
https://atcoder.jp/contests/arc034/tasks/arc034_3,,,,,Mathematics
https://atcoder.jp/contests/abc030/tasks/abc030_d,,,,,Mathematics
https://atcoder.jp/contests/agc047/tasks/agc047_a,"
Problem StatementYou are given N real values A_1, A_2, \ldots, A_N.
Compute the number of pairs of indices (i, j)
    such that i < j and the product A_i \cdot A_j is integer.
","
Constraints
2 \leq N \leq 200\,000
0 < A_i < 10^4
A_i is given with at most 9 digits after the decimal.

","
InputInput is given from Standard Input in the following format.
N
A_1
A_2
\vdots
A_N

","
OutputPrint the number of pairs with integer product A_i \cdot A_j (and i < j).
",Mathematics
https://atcoder.jp/contests/ddcc2020-qual/tasks/ddcc2020_qual_d,"
Problem Statement
N programmers are going to participate in the preliminary stage of DDCC 20XX. Due to the size of the venue, however, at most 9 contestants can participate in the finals.
The preliminary stage consists of several rounds, which will take place as follows:

All the N contestants will participate in the first round.
When X contestants participate in some round, the number of contestants advancing to the next round will be decided as follows:
The organizer will choose two consecutive digits in the decimal notation of X, and replace them with the sum of these digits. The number resulted will be the number of contestants advancing to the next round.
For example, when X = 2378, the number of contestants advancing to the next round will be 578 (if 2 and 3 are chosen), 2108 (if 3 and 7 are chosen), or 2315 (if 7 and 8 are chosen).
When X = 100, the number of contestants advancing to the next round will be 10, no matter which two digits are chosen.


The preliminary stage ends when 9 or fewer contestants remain.

Ringo, the chief organizer, wants to hold as many rounds as possible.
Find the maximum possible number of rounds in the preliminary stage.
Since the number of contestants, N, can be enormous, it is given to you as two integer sequences d_1, \ldots, d_M and c_1, \ldots, c_M, which means the following: the decimal notation of N consists of c_1 + c_2 + \ldots + c_M digits, whose first c_1 digits are all d_1, the following c_2 digits are all d_2, \ldots, and the last c_M digits are all d_M.
","
Constraints

1 \leq M \leq 200000
0 \leq d_i \leq 9
d_1 \neq 0
d_i \neq d_{i+1}
c_i \geq 1
2 \leq c_1 + \ldots + c_M \leq 10^{15}

","
Input
Input is given from Standard Input in the following format:
M
d_1 c_1
d_2 c_2
:
d_M c_M

","
Output
Print the maximum possible number of rounds in the preliminary stage.
",Mathematics
https://atcoder.jp/contests/abc057/tasks/abc057_d,"
Problem StatementYou are given N items.
The value of the i-th item (1 \leq i \leq N) is v_i.
Your have to select at least A and at most B of these items.
Under this condition, find the maximum possible arithmetic mean of the values of selected items.
Additionally, find the number of ways to select items so that the mean of the values of selected items is maximized.  
","
Constraints
1 \leq N \leq 50
1 \leq A,B \leq N
1 \leq v_i \leq 10^{15}
Each v_i is an integer.

","
InputThe input is given from Standard Input in the following format:
N A B
v_1
v_2
...
v_N

","
OutputPrint two lines.
The first line should contain the maximum possible arithmetic mean of the values of selected items. The output should be considered correct if the absolute or relative error is at most 10^{-6}.
The second line should contain the number of ways to select items so that the mean of the values of selected items is maximized.
",Mathematics
https://atcoder.jp/contests/abc162/tasks/abc162_e,"
Problem StatementConsider sequences \{A_1,...,A_N\} of length N consisting of integers between 1 and K (inclusive).
There are K^N such sequences. Find the sum of \gcd(A_1, ..., A_N) over all of them.
Since this sum can be enormous, print the value modulo (10^9+7).
Here \gcd(A_1, ..., A_N) denotes the greatest common divisor of A_1, ..., A_N.
","
Constraints
2 \leq N \leq 10^5
1 \leq K \leq 10^5
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N K

","
OutputPrint the sum of \gcd(A_1, ..., A_N) over all K^N sequences, modulo (10^9+7).
",Mathematics
https://atcoder.jp/contests/abc136/tasks/abc136_e,"
Problem StatementWe have a sequence of N integers: A_1, A_2, \cdots, A_N.
You can perform the following operation between 0 and K times (inclusive):

Choose two integers i and j such that i \neq j, each between 1 and N (inclusive). Add 1 to A_i and -1 to A_j, possibly producing a negative element.

Compute the maximum possible positive integer that divides every element of A after the operations. Here a positive integer x divides an integer y if and only if there exists an integer z such that y = xz.
","
Constraints
2 \leq N \leq 500
1 \leq A_i \leq 10^6
0 \leq K \leq 10^9
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N K
A_1 A_2 \cdots A_{N-1} A_{N}

","
OutputPrint the maximum possible positive integer that divides every element of A after the operations.
",Mathematics
https://atcoder.jp/contests/keyence2019/tasks/keyence2019_d,"
Problem StatementConsider writing each of the integers from 1 to N \times M in a grid with N rows and M columns, without duplicates.
Takahashi thinks it is not fun enough, and he will write the numbers under the following conditions:

The largest among the values in the i-th row (1 \leq i \leq N) is A_i.
The largest among the values in the j-th column (1 \leq j \leq M) is B_j.

For him, find the number of ways to write the numbers under these conditions, modulo 10^9 + 7.
","
Constraints
1 \leq N \leq 1000
1 \leq M \leq 1000
1 \leq A_i \leq N \times M
1 \leq B_j \leq N \times M
A_i and B_j are integers.

","
InputInput is given from Standard Input in the following format:
N M
A_1 A_2 ... A_{N}
B_1 B_2 ... B_{M}

","
OutputPrint the number of ways to write the numbers under the conditions, modulo 10^9 + 7.
",Mathematics
https://atcoder.jp/contests/dwacon6th-prelims/tasks/dwacon6th_prelims_b,"
Problem Statement
There are N slimes standing on a number line.
The i-th slime from the left is at position x_i.
It is guaruanteed that 1 \leq x_1 < x_2 < \ldots < x_N \leq 10^{9}.
Niwango will perform N-1 operations. The i-th operation consists of the following procedures:

Choose an integer k between 1 and N-i (inclusive) with equal probability.
Move the k-th slime from the left, to the position of the neighboring slime to the right.
Fuse the two slimes at the same position into one slime.

Find the total distance traveled by the slimes multiplied by (N-1)! (we can show that this value is an integer), modulo (10^{9}+7). If a slime is born by a fuse and that slime moves, we count it as just one slime.
","
Constraints

2 \leq N \leq 10^{5}
1 \leq x_1 < x_2 < \ldots < x_N \leq 10^{9}
x_i is an integer.

","
Subtasks

400 points will be awarded for passing the test cases satisfying N \leq 2000.

","
Input
Input is given from Standard Input in the following format:
N
x_1 x_2 \ldots x_N

",Mathematics
https://atcoder.jp/contests/abc110/tasks/abc110_d,"
Problem StatementYou are given positive integers N and M.
How many sequences a of length N consisting of positive integers satisfy a_1 \times a_2 \times ... \times a_N = M? Find the count modulo 10^9+7.
Here, two sequences a' and a'' are considered different when there exists some i such that a_i' \neq a_i''.
","
Constraints
All values in input are integers.
1 \leq N \leq 10^5
1 \leq M \leq 10^9

","
InputInput is given from Standard Input in the following format:
N M

","
OutputPrint the number of the sequences consisting of positive integers that satisfy the condition, modulo 10^9 + 7.
",Mathematics
https://atcoder.jp/contests/abc169/tasks/abc169_f,"
Problem StatementGiven are a sequence of N positive integers A_1, A_2, \ldots, A_N and another positive integer S.
For a non-empty subset T of the set \{1, 2, \ldots , N \}, let us define f(T) as follows:

f(T) is the number of different non-empty subsets \{x_1, x_2, \ldots , x_k \} of T such that A_{x_1}+A_{x_2}+\cdots +A_{x_k} = S.

Find the sum of f(T) over all 2^N-1 subsets T of \{1, 2, \ldots , N \}. Since the sum can be enormous, print it modulo 998244353.
","
Constraints
All values in input are integers.
1 \leq N \leq 3000
1 \leq S \leq 3000
1 \leq A_i \leq 3000

","
InputInput is given from Standard Input in the following format:
N S
A_1 A_2 ... A_N

","
OutputPrint the sum of f(T) modulo 998244353.
",Mathematics
https://atcoder.jp/contests/abc021/tasks/abc021_d,,,,,Mathematics
https://atcoder.jp/contests/abc066/tasks/arc077_b,"
Problem StatementYou are given an integer sequence of length n+1, a_1,a_2,...,a_{n+1}, which consists of the n integers 1,...,n.
It is known that each of the n integers 1,...,n appears at least once in this sequence.
For each integer k=1,...,n+1, find the number of the different subsequences (not necessarily contiguous) of the given sequence with length k, modulo 10^9+7.
","
Notes

If the contents of two subsequences are the same, they are not separately counted even if they originate from different positions in the original sequence.


A subsequence of a sequence a with length k is a sequence obtained by selecting k of the elements of a and arranging them without changing their relative order. For example, the sequences 1,3,5 and 1,2,3 are subsequences of 1,2,3,4,5, while 3,1,2 and 1,10,100 are not.


","
Constraints
1 \leq n \leq 10^5
1 \leq a_i \leq n
Each of the integers 1,...,n appears in the sequence.
n and a_i are integers.

","
InputInput is given from Standard Input in the following format:
n
a_1 a_2 ... a_{n+1}

",Mathematics
https://atcoder.jp/contests/agc026/tasks/agc026_b,"
Problem StatementRingo Mart, a convenience store, sells apple juice.
On the opening day of Ringo Mart, there were A cans of juice in stock in the morning.
Snuke buys B cans of juice here every day in the daytime.
Then, the manager checks the number of cans of juice remaining in stock every night.
If there are C or less cans, D new cans will be added to the stock by the next morning.
Determine if Snuke can buy juice indefinitely, that is, there is always B or more cans of juice in stock when he attempts to buy them.
Nobody besides Snuke buy juice at this store.
Note that each test case in this problem consists of T queries.
","
Constraints
1 \leq T \leq 300
1 \leq A, B, C, D \leq 10^{18}
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
T
A_1 B_1 C_1 D_1
A_2 B_2 C_2 D_2
:
A_T B_T C_T D_T

In the i-th query, A = A_i, B = B_i, C = C_i, D = D_i.
","
OutputPrint T lines. The i-th line should contain Yes if Snuke can buy apple juice indefinitely in the i-th query; No otherwise.
",Mathematics
